Data file for summary page scripts
7,3,2020,1731.41,30,2430,76.64,0,115,217.16,0,342,8.27,0,20,253.42,0,374,13.90,0,27,228.95,0,355,12.10,0,23,232.47,0,357,9.12,0,19,296.97,0,457,14.29,0,26,237.83,0,349,9.77,0,18,216.96,0,321,9.18,0,20,47.65,17,74,0.00,0,0,0.00,0,0,0.00,0,0
8,3,2020,1860.02,950,2624,81.85,41,121,239.88,99,376,8.87,1,18,270.64,134,400,15.50,5,30,238.55,113,374,10.33,3,19,248.95,107,379,11.34,3,21,323.45,135,492,15.23,4,32,263.71,161,366,10.32,4,21,229.33,112,328,10.27,4,19,45.51,18,73,0.00,0,0,0.00,0,0,0.00,0,0
9,3,2020,1348.94,608,2325,66.42,37,95,178.34,77,311,8.41,2,15,202.85,87,337,12.86,4,24,167.21,62,300,8.99,1,20,168.18,56,345,8.76,3,17,240.14,93,439,11.66,1,22,194.31,104,313,7.21,1,16,165.26,65,297,8.53,1,17,32.64,13,55,0.00,0,0,0.00,0,0,0.00,0,0
10,3,2020,1318.21,602,2229,65.62,27,101,160.33,62,296,8.25,1,16,194.04,91,322,11.86,3,23,167.37,66,288,9.19,3,20,165.48,56,356,8.53,2,16,248.10,98,432,14.55,3,27,191.67,101,315,7.90,0,14,159.35,60,267,5.32,0,12,31.88,12,57,0.00,0,0,0.00,0,0,0.00,0,0
11,3,2020,1165.56,0,2211,54.99,0,99,143.53,0,299,6.27,0,16,175.30,0,310,10.03,0,24,147.18,0,276,7.64,0,21,151.01,0,330,6.64,0,16,216.19,0,443,11.42,0,27,167.80,0,317,6.29,0,13,137.09,0,247,6.69,0,15,27.46,0,51,0.00,0,0,0.00,0,0,0.00,0,0
12,3,2020,1295.69,592,2231,62.99,27,105,154.91,42,297,7.23,1,15,196.59,83,328,10.74,4,20,162.85,74,290,9.06,3,18,164.99,61,333,6.60,1,16,236.00,92,413,11.85,2,25,189.69,92,309,9.35,2,21,162.62,72,248,8.16,3,16,28.04,8,52,0.00,0,0,0.00,0,0,0.00,0,0
13,3,2020,1445.51,588,2422,69.24,32,105,173.92,56,309,8.84,2,16,222.31,83,363,11.78,4,21,182.08,64,310,9.56,1,20,187.53,64,358,8.03,1,19,262.46,104,436,14.57,5,27,208.56,104,347,8.56,1,15,173.96,59,300,7.89,2,15,34.69,15,57,0.00,0,0,0.00,0,0,0.00,0,0
14,3,2020,1915.52,809,2774,77.57,48,112,231.59,85,372,9.62,3,18,267.38,104,390,13.80,7,23,251.39,111,381,10.59,4,23,250.12,103,391,8.72,4,18,345.94,115,544,16.25,5,35,278.96,122,391,9.23,3,15,238.88,106,350,9.35,4,19,51.26,17,83,0.00,0,0,0.00,0,0,0.00,0,0
15,3,2020,2016.12,886,3110,86.72,45,132,250.83,100,416,9.53,2,21,301.58,121,483,14.25,5,31,250.93,95,414,12.11,1,23,267.16,96,444,9.67,2,20,377.68,149,580,19.28,6,34,277.31,149,373,11.48,4,20,242.94,89,403,10.39,4,18,47.69,20,73,0.00,0,0,0.00,0,0,0.00,0,0
16,3,2020,1532.64,642,2534,81.61,45,125,181.94,60,332,7.84,2,16,229.10,87,412,14.79,4,30,190.90,72,316,11.71,3,23,199.42,75,390,8.83,1,22,300.81,111,505,16.48,6,33,208.04,100,324,10.61,4,19,185.44,80,322,11.36,4,21,36.99,15,67,0.00,0,0,0.00,0,0,0.00,0,0
17,3,2020,1564.38,684,2585,77.97,37,123,189.46,73,330,8.38,1,18,230.07,92,388,12.74,4,27,189.43,77,314,10.42,2,22,203.25,70,402,8.75,1,20,306.67,129,490,16.57,5,35,219.96,118,362,10.57,4,17,187.73,64,311,10.55,3,20,37.81,14,67,0.00,0,0,0.00,0,0,0.00,0,0
18,3,2020,1575.23,657,2567,79.89,33,123,192.88,72,342,8.57,2,21,243.76,95,417,15.65,3,29,196.02,68,350,9.65,1,20,197.41,72,350,11.09,4,19,309.07,113,519,15.60,4,32,216.72,100,348,10.21,4,18,182.53,71,309,9.13,3,20,36.84,16,67,0.00,0,0,0.00,0,0,0.00,0,0
19,3,2020,1556.83,0,3210,70.58,0,133,196.41,0,442,8.07,0,20,242.42,0,502,14.13,0,32,192.44,0,388,10.02,0,28,207.40,0,475,8.08,0,22,289.20,0,597,13.99,0,34,209.12,0,439,8.12,0,17,184.71,0,388,8.17,0,18,35.13,0,79,0.00,0,0,0.00,0,0,0.00,0,0
20,3,2020,2153.26,873,3450,88.91,38,128,263.77,99,430,10.34,3,20,324.28,128,519,18.26,4,32,273.88,106,443,10.09,2,20,284.75,106,497,9.71,1,22,409.98,145,692,17.61,6,32,285.27,113,477,12.44,4,25,259.51,98,439,10.45,2,22,51.83,22,91,0.00,0,0,0.00,0,0,0.00,0,0
21,3,2020,2725.15,1134,4062,101.01,53,154,341.84,119,554,12.13,1,23,406.66,146,607,19.46,7,34,342.73,147,539,12.74,3,23,342.27,117,540,10.55,3,23,519.16,190,823,20.99,6,48,355.29,184,508,11.67,5,21,353.96,151,538,13.48,4,25,63.24,24,119,0.00,0,0,0.00,0,0,0.00,0,0
22,3,2020,2830.93,1217,4216,111.59,52,190,348.38,136,549,14.17,4,31,425.02,169,635,21.61,9,41,347.98,136,568,13.80,3,36,357.62,136,568,12.38,0,24,572.68,217,906,24.14,7,46,373.48,185,514,12.48,2,21,339.52,133,504,13.01,4,26,66.25,28,101,0.00,0,0,0.00,0,0,0.00,0,0
23,3,2020,2281.90,948,3596,101.31,45,155,270.52,103,460,12.35,3,24,350.28,132,576,18.75,4,36,275.23,106,443,10.76,3,23,291.30,89,545,12.92,5,23,487.67,206,777,22.60,7,46,280.02,114,432,13.02,5,28,271.40,120,423,10.91,3,23,55.49,22,105,0.00,0,0,0.00,0,0,0.00,0,0
24,3,2020,2328.68,1029,3721,105.60,48,162,270.60,94,466,13.37,5,27,366.89,170,581,18.45,7,35,282.55,111,445,11.23,0,22,288.97,101,537,11.88,3,23,490.97,222,802,24.45,9,47,293.97,122,488,13.77,5,26,278.76,108,468,12.44,1,24,55.98,20,99,0.00,0,0,0.00,0,0,0.00,0,0
25,3,2020,2163.71,0,3672,91.13,0,153,263.36,0,472,11.28,0,21,323.37,0,567,15.80,0,33,255.28,0,445,10.71,0,27,275.92,0,519,9.93,0,22,482.05,0,800,22.01,0,42,262.76,0,475,11.74,0,24,249.75,0,413,9.65,0,23,51.23,0,99,0.00,0,0,0.00,0,0,0.00,0,0
26,3,2020,2368.29,960,3819,94.28,41,143,277.70,102,484,10.97,4,21,360.93,136,610,17.52,2,36,293.81,135,478,11.44,3,22,311.78,101,574,11.29,4,21,495.40,188,781,21.05,5,39,294.80,121,474,11.66,5,23,281.99,90,446,10.36,1,22,51.88,13,96,0.00,0,0,0.00,0,0,0.00,0,0
27,3,2020,2563.62,1016,4177,97.93,48,144,297.91,105,516,10.61,2,20,392.10,150,632,18.98,7,33,322.83,133,527,12.54,2,23,348.13,120,617,11.43,1,23,528.90,198,869,21.33,7,39,315.26,131,534,11.99,4,20,295.20,103,492,11.04,2,24,63.30,25,112,0.00,0,0,0.00,0,0,0.00,0,0
28,3,2020,3179.24,1363,4617,107.52,57,159,377.86,153,570,12.44,5,22,473.81,186,704,19.43,6,31,391.49,198,605,13.28,3,25,420.13,162,642,12.67,3,26,655.01,250,994,23.80,7,47,406.39,184,579,12.77,5,21,383.69,145,563,13.13,4,23,70.87,28,115,0.00,0,0,0.00,0,0,0.00,0,0
29,3,2020,3150.91,1495,4595,109.50,63,168,381.92,141,612,12.12,6,20,468.74,202,718,20.85,9,41,384.58,185,637,13.64,3,27,399.05,155,602,13.29,3,27,670.23,315,967,23.48,10,38,389.78,203,523,13.76,4,26,376.34,178,590,12.36,5,21,80.27,35,138,0.00,0,0,0.00,0,0,0.00,0,0
30,3,2020,2524.19,1236,3822,93.74,43,134,308.73,126,545,10.68,2,21,384.88,195,558,18.84,8,32,298.06,151,446,11.17,1,22,332.51,123,548,10.81,4,21,542.29,256,833,19.06,5,39,308.67,159,478,12.83,4,21,287.24,114,462,10.35,3,21,61.81,28,106,0.00,0,0,0.00,0,0,0.00,0,0
31,3,2020,2086.86,0,3708,77.84,0,145,256.06,0,501,9.44,0,23,310.62,0,556,16.45,0,35,253.24,0,486,8.95,0,22,279.63,0,539,8.55,0,25,435.20,0,770,17.12,0,41,259.88,0,488,9.32,0,20,241.58,0,435,8.01,0,17,50.64,0,103,0.00,0,0,0.00,0,0,0.00,0,0
1,4,2020,2365.18,1128,3559,92.09,42,134,283.55,127,467,11.41,2,21,351.26,159,534,17.03,4,33,289.69,127,405,11.04,1,23,309.88,113,542,9.57,2,17,480.17,199,698,20.99,5,41,308.83,161,456,11.77,5,19,285.48,118,443,10.28,1,19,56.32,29,99,0.00,0,0,0.00,0,0,0.00,0,0
2,4,2020,2386.36,1079,3832,91.52,44,132,294.17,128,496,10.77,4,21,358.50,153,551,17.24,4,30,287.20,150,472,12.52,4,25,317.36,113,569,9.45,1,18,487.38,200,777,20.15,5,42,299.34,133,502,11.66,2,21,283.29,112,446,9.73,2,18,59.12,14,109,0.00,0,0,0.00,0,0,0.00,0,0
3,4,2020,2610.52,1169,4115,96.11,51,143,310.70,139,529,11.27,4,22,380.77,162,623,18.40,6,30,331.52,151,488,13.40,5,23,350.48,129,613,9.74,1,23,530.36,219,829,21.44,6,38,330.02,158,563,12.15,4,22,313.74,127,514,9.72,2,18,62.93,29,101,0.00,0,0,0.00,0,0,0.00,0,0
4,4,2020,3164.74,1466,4479,108.24,53,163,386.80,162,561,12.14,2,28,440.97,179,671,21.11,9,35,404.41,201,608,15.22,5,34,430.39,163,631,12.61,4,25,632.46,258,908,21.57,4,36,413.42,212,591,13.49,5,24,384.19,171,575,12.10,4,23,72.12,28,116,0.00,0,0,0.00,0,0,0.00,0,0
5,4,2020,3242.08,1637,4775,107.97,57,168,395.94,179,594,11.34,4,22,454.18,225,705,20.33,9,33,449.38,209,725,14.76,4,30,418.87,152,669,11.80,2,25,677.29,334,1026,23.09,10,38,394.96,208,519,13.24,2,23,379.23,178,565,12.14,3,26,72.23,33,120,1.28,0,6,0.00,0,0,0.00,0,0
6,4,2020,2617.30,1418,3924,94.80,47,137,295.56,112,533,9.66,1,21,384.09,181,601,17.34,7,30,364.36,253,497,12.83,2,25,329.12,146,580,9.18,1,17,572.89,302,835,18.69,2,36,326.20,197,462,12.06,4,22,291.03,125,455,11.39,3,19,54.05,24,94,3.65,0,9,0.00,0,0,0.00,0,0
7,4,2020,2564.03,1251,3850,94.19,59,138,295.35,120,492,9.66,1,23,375.65,189,582,18.40,6,34,337.79,176,484,12.09,6,20,324.78,123,572,11.05,4,26,569.52,263,873,18.05,7,32,314.92,149,479,10.18,4,17,290.38,141,450,10.82,5,19,55.64,21,96,3.94,1,8,0.00,0,0,0.00,0,0
8,4,2020,2535.98,1287,3710,96.93,46,139,296.84,114,492,10.00,3,18,362.05,171,536,20.90,8,35,320.50,184,442,13.81,3,23,321.86,125,549,9.35,1,20,587.97,336,809,19.31,7,35,314.72,157,465,10.29,3,20,281.12,117,428,8.05,0,19,50.93,17,93,5.23,2,10,0.00,0,0,0.00,0,0
9,4,2020,2291.22,0,3871,88.22,0,151,279.64,0,546,9.03,0,22,341.62,0,560,17.11,0,37,289.35,0,480,12.54,0,28,301.69,0,542,9.63,0,21,475.41,0,743,17.23,0,36,273.88,0,492,10.16,0,22,279.53,0,507,9.47,0,23,50.11,0,96,3.07,0,8,0.00,0,0,0.00,0,0
10,4,2020,2817.34,1300,4108,102.98,54,156,339.44,125,542,10.36,2,21,410.54,184,628,19.63,5,35,355.05,176,530,14.24,5,27,363.51,150,610,11.45,2,22,548.57,244,822,19.24,7,33,358.16,179,547,12.85,4,24,373.72,141,580,12.21,3,25,68.36,33,104,3.00,0,7,0.00,0,0,0.00,0,0
11,4,2020,3074.34,1481,4509,110.47,64,154,373.50,133,566,11.99,3,21,440.06,205,690,19.89,7,31,383.40,183,616,14.47,4,28,412.41,183,620,13.45,6,24,571.25,242,865,18.64,6,37,390.23,205,563,15.14,6,27,432.49,217,631,13.99,4,26,71.00,31,126,2.90,0,7,0.00,0,0,0.00,0,0
12,4,2020,3134.12,1611,4550,111.27,60,153,388.23,159,595,14.16,5,24,444.16,217,699,18.79,9,30,385.02,210,585,12.84,3,25,410.30,163,616,12.04,3,26,591.52,280,878,21.21,9,34,390.57,225,521,14.01,7,23,448.40,204,683,15.60,5,30,75.92,35,122,2.62,0,8,0.00,0,0,0.00,0,0
13,4,2020,2674.08,1405,3933,103.40,65,143,322.01,144,535,12.55,3,24,391.05,182,580,17.88,8,32,331.03,194,470,12.68,3,24,352.01,170,589,13.35,4,25,506.96,254,738,17.78,6,31,321.88,160,474,11.99,2,21,383.59,187,569,14.69,3,25,65.56,33,111,2.46,0,6,0.00,0,0,0.00,0,0
14,4,2020,2475.22,1167,3787,99.99,44,152,295.29,114,490,11.72,3,23,366.44,183,543,16.95,6,32,306.02,135,459,12.25,2,26,324.59,137,546,12.36,4,28,469.16,206,723,17.14,6,34,303.15,143,473,12.32,3,21,351.33,152,568,14.33,4,31,59.24,24,103,2.93,1,8,0.00,0,0,0.00,0,0
15,4,2020,2148.00,0,3596,83.89,0,132,255.62,0,475,8.96,0,18,316.24,0,520,14.82,0,34,273.02,0,465,11.28,0,23,281.53,0,509,9.40,0,19,389.62,0,685,14.14,0,28,264.32,0,478,9.85,0,23,315.81,0,527,12.88,0,28,51.85,0,98,2.56,0,8,0.00,0,0,0.00,0,0
16,4,2020,2415.03,1083,3760,95.74,59,142,280.70,98,494,11.79,2,23,370.88,174,560,15.40,7,28,302.77,130,467,12.83,5,26,322.01,127,575,11.11,4,22,433.94,177,702,15.44,3,31,301.76,137,482,12.32,5,21,348.70,137,567,13.10,5,23,54.28,15,95,3.76,0,9,0.00,0,0,0.00,0,0
17,4,2020,2641.08,1142,4052,96.15,49,143,315.07,118,493,12.70,4,22,384.82,182,573,15.18,5,26,331.82,139,493,13.29,3,26,349.66,131,595,10.92,2,24,462.04,182,716,16.41,5,34,328.32,161,524,10.26,4,20,404.58,145,697,15.06,4,25,64.77,23,122,2.32,0,8,0.00,0,0,0.00,0,0
18,4,2020,3083.30,1493,4469,108.45,60,162,372.19,159,553,11.65,3,22,436.20,204,624,17.44,3,31,380.85,182,570,15.44,3,26,427.44,171,637,13.20,4,26,542.84,251,823,18.01,7,34,388.22,194,561,14.11,6,25,463.92,195,711,15.99,6,30,71.63,36,126,2.61,0,6,0.00,0,0,0.00,0,0
19,4,2020,3075.00,1585,4460,106.36,57,154,378.09,142,621,11.45,3,22,430.04,194,640,19.57,7,33,386.90,210,585,13.74,5,22,415.92,166,625,12.19,2,22,528.72,260,777,18.20,7,31,390.82,207,537,13.49,7,24,472.54,246,725,14.55,4,26,71.98,33,123,3.18,0,11,0.00,0,0,0.00,0,0
20,4,2020,2441.92,1146,3794,91.46,45,144,289.00,123,465,10.42,3,21,356.31,174,532,15.77,8,29,310.72,183,447,12.80,2,27,333.22,127,597,10.28,2,22,430.91,186,678,16.77,4,34,294.65,138,470,9.89,1,20,369.57,146,604,12.97,3,28,57.55,19,103,2.56,0,7,0.00,0,0,0.00,0,0
21,4,2020,2440.37,1143,3632,94.79,49,149,281.39,107,448,10.55,2,22,362.51,171,549,16.43,6,28,313.98,133,485,12.76,3,29,325.59,134,539,9.94,3,19,421.68,197,644,16.67,6,30,309.84,168,450,12.23,3,23,364.97,151,544,13.91,4,25,60.41,24,106,2.30,0,7,0.00,0,0,0.00,0,0
22,4,2020,2434.09,1171,3735,93.64,45,140,281.74,109,483,10.60,2,22,358.00,183,526,15.23,6,27,312.56,154,455,12.49,5,22,327.33,140,579,10.21,2,22,418.18,190,647,15.96,6,25,305.32,165,474,13.19,6,20,371.61,138,596,13.35,3,27,59.35,23,101,2.61,0,10,0.00,0,0,0.00,0,0
23,4,2020,1969.96,0,3868,70.67,0,134,228.49,0,467,7.78,0,24,290.68,0,615,11.78,0,27,251.84,0,522,8.12,0,19,272.53,0,592,8.32,0,20,331.24,0,700,14.16,0,31,248.75,0,492,8.88,0,23,302.74,0,599,10.26,0,23,43.68,0,93,1.36,0,6,0.00,0,0,0.00,0,0
24,4,2020,2469.71,0,4278,85.83,0,143,291.26,0,544,10.35,0,21,361.52,0,591,12.90,0,24,323.09,0,547,9.60,0,23,332.86,0,620,10.33,0,22,406.82,0,726,15.54,0,35,320.72,0,588,10.25,0,21,373.83,0,668,14.29,0,29,59.60,0,117,2.57,0,7,0.00,0,0,0.00,0,0
25,4,2020,3175.00,1522,4440,108.66,49,151,366.40,138,553,13.33,4,26,448.68,194,650,16.39,6,26,421.74,191,594,15.08,6,26,447.24,178,694,12.02,0,25,516.26,231,751,18.99,7,31,394.93,199,568,11.56,4,20,500.16,228,727,17.64,4,33,79.58,39,121,3.64,0,8,0.00,0,0,0.00,0,0
26,4,2020,3191.52,1541,4641,110.77,67,169,375.97,158,599,15.55,5,25,453.49,211,719,17.34,7,32,439.70,225,642,12.97,5,22,435.31,173,648,12.24,2,27,522.82,240,764,17.51,7,34,388.57,200,514,12.49,3,23,500.45,245,752,19.43,10,33,75.22,38,133,3.24,0,8,0.00,0,0,0.00,0,0
27,4,2020,2506.85,1122,3886,93.71,44,133,298.66,122,503,12.06,4,21,358.75,143,556,14.27,5,26,329.27,176,478,10.93,2,21,351.98,143,581,9.95,1,23,397.78,165,647,16.13,6,30,313.20,141,508,9.65,2,18,398.35,166,623,17.60,7,33,58.86,12,104,3.11,0,7,0.00,0,0,0.00,0,0
28,4,2020,2506.52,1175,3851,95.00,49,150,282.55,106,484,10.55,4,23,362.14,162,560,15.71,5,29,332.54,174,520,11.88,5,20,363.78,184,579,9.72,2,18,389.81,168,597,17.07,6,32,304.13,134,526,9.51,3,18,413.43,178,608,18.08,5,37,58.14,24,91,2.49,0,8,0.00,0,0,0.00,0,0
29,4,2020,2182.12,0,3759,79.41,0,138,251.78,0,485,10.15,0,22,319.76,0,549,12.57,0,31,290.20,0,500,11.22,0,33,299.79,0,543,9.09,0,23,345.83,0,605,13.74,0,31,262.58,0,507,7.51,0,18,359.69,0,645,13.13,0,26,52.50,0,95,2.00,0,8,0.00,0,0,0.00,0,0
30,4,2020,2473.15,1132,3966,96.75,59,136,282.76,101,494,11.47,2,22,378.26,165,615,14.91,7,28,322.18,150,522,12.96,5,24,330.97,139,593,12.19,4,25,395.04,169,636,15.24,3,31,318.13,147,528,12.22,5,21,389.89,167,609,14.60,5,28,55.91,20,100,3.16,0,9,0.00,0,0,0.00,0,0
1,5,2020,2657.45,1303,3974,98.47,52,157,308.27,124,480,10.87,4,20,374.66,169,569,16.59,7,31,366.14,195,508,13.52,4,25,355.54,143,607,12.30,4,24,418.28,188,623,14.66,3,33,326.93,180,531,11.73,4,19,442.69,210,660,16.82,5,31,64.94,32,98,1.98,0,7,0.00,0,0,0.00,0,0
2,5,2020,2962.17,1462,4104,104.36,55,149,351.18,142,520,10.83,2,21,405.83,180,616,16.90,5,31,387.47,210,551,13.73,5,24,402.67,175,668,12.42,3,23,472.86,217,686,16.39,6,29,371.95,182,522,13.16,5,23,497.29,240,701,17.92,6,36,72.92,34,131,3.01,0,9,0.00,0,0,0.00,0,0
3,5,2020,2946.18,1476,4150,112.76,61,156,352.75,130,517,12.23,1,22,408.61,202,604,20.41,9,33,384.73,205,560,13.57,3,24,404.65,148,616,14.44,3,26,463.86,191,662,16.87,5,32,369.90,199,538,14.33,6,23,488.36,240,721,18.15,8,34,73.33,33,119,2.76,0,7,0.00,0,0,0.00,0,0
4,5,2020,2332.10,1040,3631,90.25,44,133,267.43,84,457,9.78,4,23,331.51,149,508,15.22,5,33,306.22,160,461,11.01,3,20,299.94,120,545,10.24,3,20,359.58,150,565,14.65,2,28,295.96,139,473,10.92,5,19,412.56,176,630,16.55,5,31,58.89,28,101,1.90,0,6,0.00,0,0,0.00,0,0
5,5,2020,2312.19,1120,3555,91.24,52,138,271.73,103,468,12.15,2,22,337.27,136,514,13.57,5,26,306.44,155,456,11.31,5,22,304.08,126,530,11.87,3,23,344.46,156,542,13.55,5,22,281.93,141,441,10.50,4,20,411.94,184,619,16.68,8,29,54.34,22,94,1.60,0,8,0.00,0,0,0.00,0,0
6,5,2020,2113.10,0,3606,82.07,0,136,253.11,0,472,9.65,0,19,303.00,0,513,11.73,0,24,278.85,0,453,11.48,0,25,284.51,0,553,8.83,0,21,324.81,0,603,14.06,0,31,254.06,0,457,10.45,0,21,362.95,0,570,14.28,0,28,51.80,0,95,1.59,0,6,0.00,0,0,0.00,0,0
7,5,2020,2270.59,1025,3603,85.29,36,130,263.82,115,458,9.82,2,21,335.71,140,529,12.94,2,28,293.73,141,448,11.34,4,21,295.39,111,537,10.43,2,20,352.91,153,580,13.45,3,26,282.21,121,484,10.24,3,20,391.66,160,631,15.55,3,29,55.17,24,100,1.53,0,5,0.00,0,0,0.00,0,0
8,5,2020,2491.66,1103,3832,86.80,39,136,297.25,90,496,10.46,2,21,360.54,149,533,12.54,4,24,323.18,141,482,10.30,2,22,326.35,129,581,10.99,2,25,373.96,157,588,15.07,3,30,306.29,166,504,10.75,3,24,442.67,189,669,15.29,6,29,61.42,26,95,1.40,0,6,0.00,0,0,0.00,0,0
9,5,2020,2910.66,1407,4114,99.96,56,146,349.65,152,523,10.69,3,22,399.77,198,565,15.83,4,33,372.38,192,578,11.08,4,19,399.15,160,619,10.97,1,22,456.38,195,649,18.12,6,32,365.51,155,515,12.84,3,24,498.86,232,709,17.70,8,29,68.95,24,120,2.73,0,9,0.00,0,0,0.00,0,0
10,5,2020,2771.47,1423,3977,96.67,57,139,331.25,135,490,10.71,3,22,390.89,173,590,15.04,6,31,362.78,184,557,13.09,5,22,372.89,158,564,10.67,3,21,428.40,195,651,17.71,6,31,338.20,200,454,10.37,5,17,480.19,252,707,15.98,5,32,66.86,32,98,3.10,0,7,0.00,0,0,0.00,0,0
11,5,2020,2321.64,1078,3702,84.59,42,126,278.74,97,481,8.79,1,22,329.00,145,528,14.15,4,27,292.66,142,450,10.45,3,18,323.62,138,581,9.62,2,22,349.22,153,582,12.65,6,22,289.79,134,454,10.11,2,20,403.30,184,646,17.01,3,31,55.31,19,102,1.82,0,7,0.00,0,0,0.00,0,0
